Name,Direction.PXD023778,FDR.PXD023778,PValue.PXD023778,NGenes.PXD023778,MeanAbsT0.PXD023778,MeanWeightT0.PXD023778,av_foldchange.PXD023778,sig.PXD023778,Direction.PXD008934,FDR.PXD008934,PValue.PXD008934,NGenes.PXD008934,MeanAbsT0.PXD008934,MeanWeightT0.PXD008934,av_foldchange.PXD008934,sig.PXD008934
Ca2+ pathway,Down,0.624052004,0.569880823,3,-1.338804078,-1.341461055,-0.020663614,FALSE,Down,0.535,0.468,4,-0.45701804,-0.754449223,-0.349706344,FALSE
SARS-CoV-1 activates/modulates innate immune responses,Up,0.456121343,0.570964247,9,-0.785073134,-0.912694579,0.142351091,FALSE,Down,0.74,0.794,8,-1.332326784,-1.522224861,-0.231130639,FALSE
Gene and protein expression by JAK-STAT signaling after Interleukin-12 stimulation,Up,0.773564464,0.572047671,14,-0.528655315,-0.351575221,0.119667166,FALSE,Down,0.425,0.315,14,0.178346944,0.355976256,-0.231093259,FALSE
Mitotic G2-G2/M phases,Up,0.30227519,0.573131094,21,-0.727352713,-1.384805086,0.117152944,FALSE,Down,0.907,0.952,33,-1.674024265,-3.003781812,-0.022921846,FALSE
G2/M Transition,Up,0.30227519,0.573131094,21,-0.727352713,-1.384805086,0.117152944,FALSE,Down,0.907,0.952,33,-1.674024265,-3.003781812,-0.022921846,FALSE
Signaling by Nuclear Receptors,Up,0.703141928,0.573131094,16,-0.92157096,-0.822812802,0.076805689,FALSE,Down,0.508,0.393,19,-0.148171884,-0.068146882,-0.134538069,FALSE
Metabolism of Angiotensinogen to Angiotensins,Down,0.712892741,0.574214518,1,-0.654482581,-0.620477661,-0.138568426,FALSE,Up,0.205,0.149,4,0.930126897,1.073240525,0.193052951,FALSE
Signaling by Insulin receptor,Down,0.712892741,0.574214518,1,-0.654482581,-0.620477661,-0.138568426,FALSE,Down,0.301,0.231,1,0.342652448,0.403927123,-0.192600487,FALSE
Insulin receptor recycling,Down,0.712892741,0.574214518,1,-0.654482581,-0.620477661,-0.138568426,FALSE,Down,0.301,0.231,1,0.342652448,0.403927123,-0.192600487,FALSE
MTOR signalling,Up,0.718309859,0.577464789,2,-0.773880773,-0.798217523,0.080404553,FALSE,Up,0.197,0.141,1,0.669828284,0.541504126,0.246229761,FALSE
mTORC1-mediated signalling,Up,0.718309859,0.577464789,2,-0.773880773,-0.798217523,0.080404553,FALSE,Up,0.197,0.141,1,0.669828284,0.541504126,0.246229761,FALSE
Beta oxidation of palmitoyl-CoA to myristoyl-CoA,Down,0.680390033,0.58071506,3,-1.214307681,-1.152424071,-0.005860784,FALSE,Down,0.777,0.716,3,-1.174952724,-1.081932111,-0.06121681,FALSE
RHOC GTPase cycle,Up,0.732394366,0.58071506,6,-0.925263694,-0.827908757,0.056527339,FALSE,Up,0.923,0.906,3,-1.732206899,-1.66467847,0.097233799,FALSE
Signaling by NOTCH,Up,0.241603467,0.581798483,13,-0.56552067,-1.223770033,0.076345241,FALSE,Up,0.539,0.747,21,-0.758516481,-2.344544673,0.007580966,FALSE
XBP1(S) activates chaperone genes,Up,0.738894908,0.582881907,5,-1.132485721,-1.050571787,0.050034611,FALSE,Down,0.644,0.541,6,-0.519888613,-0.406528568,-0.010147638,FALSE
Mitotic Metaphase and Anaphase,Up,0.323943662,0.58396533,16,-1.010397297,-1.771043015,0.132265029,FALSE,Up,0.797,0.907,29,-1.316478364,-2.735040559,0.000629015,FALSE
Glycogen synthesis,Up,0.388949079,0.58396533,8,-0.550364355,-0.599467438,0.118633463,FALSE,Up,0.618,0.727,8,-1.097610193,-1.233419006,0.00218117,FALSE
Mitotic Anaphase,Up,0.323943662,0.58396533,16,-1.010397297,-1.771043015,0.132265029,FALSE,Up,0.797,0.907,29,-1.316478364,-2.735040559,0.000629015,FALSE
mitochondrial fatty acid beta-oxidation of unsaturated fatty acids,Up,0.704225352,0.585048754,5,-0.956245837,-0.845945871,0.077328934,FALSE,Down,0.722,0.659,5,-1.132465235,-0.993383854,-0.023715774,FALSE
"Cell Cycle, Mitotic",Up,0.321776815,0.590465872,26,-0.736656968,-1.342947131,0.105238,FALSE,Down,0.868,0.939,38,-1.511693756,-2.720132363,-0.010184589,FALSE
Inhibition of replication initiation of damaged DNA by RB1/E2F1,Up,0.587215601,0.593716143,2,-0.855529002,-1.024212157,0.091333346,FALSE,Up,0.589,0.567,1,-0.773339253,-0.860943437,0.074501462,FALSE
E2F mediated regulation of DNA replication,Up,0.587215601,0.593716143,2,-0.855529002,-1.024212157,0.091333346,FALSE,Up,0.589,0.567,1,-0.773339253,-0.860943437,0.074501462,FALSE
Amplification of signal from the kinetochores,Up,0.587215601,0.593716143,2,-0.855529002,-1.024212157,0.091333346,FALSE,Up,0.589,0.567,1,-0.773339253,-0.860943437,0.074501462,FALSE
Amplification  of signal from unattached  kinetochores via a MAD2  inhibitory signal,Up,0.587215601,0.593716143,2,-0.855529002,-1.024212157,0.091333346,FALSE,Up,0.589,0.567,1,-0.773339253,-0.860943437,0.074501462,FALSE
PP2A-mediated dephosphorylation of key metabolic factors,Up,0.587215601,0.593716143,2,-0.855529002,-1.024212157,0.091333346,FALSE,Up,0.589,0.567,1,-0.773339253,-0.860943437,0.074501462,FALSE
"Plasma lipoprotein assembly, remodeling, and clearance",Down,0.437703142,0.593716143,9,-0.662044802,-0.80267844,-0.131127201,FALSE,Up,0.158,0.218,11,0.616010815,0.462918131,0.135620644,FALSE
Nuclear Events (kinase and transcription factor activation),Up,0.587215601,0.593716143,2,-0.855529002,-1.024212157,0.091333346,FALSE,Down,0.56,0.525,2,-0.50252188,-0.543399663,-0.141769565,FALSE
ERK/MAPK targets,Up,0.587215601,0.593716143,2,-0.855529002,-1.024212157,0.091333346,FALSE,Down,0.56,0.525,2,-0.50252188,-0.543399663,-0.141769565,FALSE
Negative regulation of the PI3K/AKT network,Up,0.587215601,0.593716143,2,-0.855529002,-1.024212157,0.091333346,FALSE,Up,0.589,0.567,1,-0.773339253,-0.860943437,0.074501462,FALSE
ERKs are inactivated,Up,0.587215601,0.593716143,2,-0.855529002,-1.024212157,0.091333346,FALSE,Down,0.56,0.525,2,-0.50252188,-0.543399663,-0.141769565,FALSE
MASTL Facilitates Mitotic Progression,Up,0.587215601,0.593716143,2,-0.855529002,-1.024212157,0.091333346,FALSE,Up,0.589,0.567,1,-0.773339253,-0.860943437,0.074501462,FALSE
Costimulation by the CD28 family,Up,0.587215601,0.593716143,2,-0.855529002,-1.024212157,0.091333346,FALSE,Up,0.589,0.567,1,-0.773339253,-0.860943437,0.074501462,FALSE
CTLA4 inhibitory signaling,Up,0.587215601,0.593716143,2,-0.855529002,-1.024212157,0.091333346,FALSE,Up,0.589,0.567,1,-0.773339253,-0.860943437,0.074501462,FALSE
Platelet sensitization by LDL,Up,0.587215601,0.593716143,2,-0.855529002,-1.024212157,0.091333346,FALSE,Up,0.589,0.567,1,-0.773339253,-0.860943437,0.074501462,FALSE
MAPK targets/ Nuclear events mediated by MAP kinases,Up,0.587215601,0.593716143,2,-0.855529002,-1.024212157,0.091333346,FALSE,Down,0.56,0.525,2,-0.50252188,-0.543399663,-0.141769565,FALSE
Signaling by AXIN mutants,Up,0.587215601,0.593716143,2,-0.855529002,-1.024212157,0.091333346,FALSE,Up,0.589,0.567,1,-0.773339253,-0.860943437,0.074501462,FALSE
Signaling by APC mutants,Up,0.587215601,0.593716143,2,-0.855529002,-1.024212157,0.091333346,FALSE,Up,0.589,0.567,1,-0.773339253,-0.860943437,0.074501462,FALSE
Signaling by AMER1 mutants,Up,0.587215601,0.593716143,2,-0.855529002,-1.024212157,0.091333346,FALSE,Up,0.589,0.567,1,-0.773339253,-0.860943437,0.074501462,FALSE
APC truncation mutants have impaired AXIN binding,Up,0.587215601,0.593716143,2,-0.855529002,-1.024212157,0.091333346,FALSE,Up,0.589,0.567,1,-0.773339253,-0.860943437,0.074501462,FALSE
AXIN missense mutants destabilize the destruction complex,Up,0.587215601,0.593716143,2,-0.855529002,-1.024212157,0.091333346,FALSE,Up,0.589,0.567,1,-0.773339253,-0.860943437,0.074501462,FALSE
Truncations of AMER1 destabilize the destruction complex,Up,0.587215601,0.593716143,2,-0.855529002,-1.024212157,0.091333346,FALSE,Up,0.589,0.567,1,-0.773339253,-0.860943437,0.074501462,FALSE
"PI5P, PP2A and IER3 Regulate PI3K/AKT Signaling",Up,0.587215601,0.593716143,2,-0.855529002,-1.024212157,0.091333346,FALSE,Up,0.589,0.567,1,-0.773339253,-0.860943437,0.074501462,FALSE
Cyclin A/B1/B2 associated events during G2/M transition,Up,0.587215601,0.593716143,2,-0.855529002,-1.024212157,0.091333346,FALSE,Up,0.861,0.843,2,-1.374987026,-1.406497104,0.030077933,FALSE
Mitotic Spindle Checkpoint,Up,0.587215601,0.593716143,2,-0.855529002,-1.024212157,0.091333346,FALSE,Up,0.589,0.567,1,-0.773339253,-0.860943437,0.074501462,FALSE
Branched-chain amino acid catabolism,Up,0.754062839,0.593716143,16,-0.610267464,-0.339740785,0.001470131,FALSE,Up,0.117,0.059,12,1.191663898,1.523262319,0.030105807,FALSE
"Regulation of glycolysis by fructose 2,6-bisphosphate metabolism",Up,0.587215601,0.593716143,2,-0.855529002,-1.024212157,0.091333346,FALSE,Up,0.589,0.567,1,-0.773339253,-0.860943437,0.074501462,FALSE
Ethanol oxidation,Up,0.755146262,0.594799567,3,-0.693592015,-0.596290527,0.12884108,FALSE,Up,0.658,0.567,3,-0.624301172,-0.502932898,0.080621131,FALSE
Resolution of Sister Chromatid Cohesion,Up,0.604550379,0.59588299,6,-1.035797588,-1.245419416,0.082838439,FALSE,Down,0.818,0.828,7,-1.394822534,-1.533810845,-0.137840667,FALSE
MET activates RAP1 and RAC1,Up,0.65872156,0.59588299,2,-0.720025007,-0.695608845,0.109732294,FALSE,Up,0.445,0.384,2,-0.145091533,-0.123018569,0.474104288,FALSE
Interleukin-12 signaling,Up,0.799566631,0.59588299,15,-0.567587986,-0.389016065,0.122219578,FALSE,Down,0.466,0.333,15,0.087485113,0.268247706,-0.201542184,FALSE
EML4 and NUDC in mitotic spindle formation,Up,0.604550379,0.59588299,6,-1.035797588,-1.245419416,0.082838439,FALSE,Down,0.818,0.828,7,-1.394822534,-1.533810845,-0.137840667,FALSE
RND2 GTPase cycle,Up,0.712892741,0.59588299,5,-0.671388472,-0.571582343,0.117821204,FALSE,Up,0.092,0.054,3,1.582158717,1.71536611,0.826482134,FALSE
Mitotic Prometaphase,Up,0.599133261,0.596966414,10,-0.764776639,-0.92571601,0.09313611,FALSE,Down,0.885,0.888,12,-1.534986473,-1.647220023,-0.100130993,FALSE
HATs acetylate histones,Down,0.669555796,0.600216685,2,-0.852745443,-0.905367715,-0.107134397,FALSE,Down,0.752,0.687,3,-0.812085869,-0.788507172,-0.31389108,FALSE
Negative regulation of NOTCH4 signaling,Up,0.336944745,0.601300108,9,-1.00787953,-1.842989014,0.170209993,FALSE,Up,0.436,0.719,19,-0.672014823,-2.367572873,0.017646003,FALSE
Lysosome Vesicle Biogenesis,Up,0.648970748,0.602383532,4,-0.914592968,-0.878709456,0.148354089,FALSE,Down,0.219,0.163,4,0.621553672,0.64963057,-0.033790839,FALSE
Hh mutants are degraded by ERAD,Up,0.202600217,0.603466956,9,-0.845104034,-1.685127763,0.164961975,FALSE,Up,0.303,0.657,19,-0.543686681,-2.244925577,0.003934184,FALSE
Hh mutants abrogate ligand secretion,Up,0.202600217,0.603466956,9,-0.845104034,-1.685127763,0.164961975,FALSE,Up,0.303,0.657,19,-0.543686681,-2.244925577,0.003934184,FALSE
Defective CFTR causes cystic fibrosis,Up,0.202600217,0.603466956,9,-0.845104034,-1.685127763,0.164961975,FALSE,Up,0.303,0.657,19,-0.543686681,-2.244925577,0.003934184,FALSE
Sphingolipid de novo biosynthesis,Up,0.747562297,0.604550379,3,-0.795717628,-0.720149486,0.129627762,FALSE,Up,0.018,0.009,1,2.980457846,3.08879291,1.867570959,FALSE
mRNA Splicing - Minor Pathway,Down,0.74539545,0.604550379,1,-0.919985715,-0.892039034,-0.016869604,FALSE,,,,,,,,
RHOBTB1 GTPase cycle,Up,0.719393283,0.604550379,4,-0.633953591,-0.557941125,0.007412018,FALSE,Up,0.411,0.312,4,0.210132334,0.308496301,0.124699109,FALSE
Metabolism of folate and pterines,Up,0.758396533,0.606717226,1,-0.832233055,-0.797685999,0.038416025,FALSE,Down,0.585,0.496,2,-0.385999829,-0.277504253,-0.070322233,FALSE
"Synthesis, secretion, and inactivation of Glucagon-like Peptide-1 (GLP-1)",Down,0.656554713,0.606717226,2,-1.175869086,-1.174501939,-0.014099632,FALSE,Down,0.701,0.647,2,-0.864088037,-0.884030031,-0.128236862,FALSE
"Incretin synthesis, secretion, and inactivation",Down,0.656554713,0.606717226,2,-1.175869086,-1.174501939,-0.014099632,FALSE,Down,0.701,0.647,2,-0.864088037,-0.884030031,-0.128236862,FALSE
ER-Phagosome pathway,Up,0.373781148,0.609967497,11,-0.673379237,-1.380079733,0.153930943,FALSE,Down,0.646,0.802,21,-0.888196679,-2.473496979,-0.016432222,FALSE
Antigen processing-Cross presentation,Up,0.373781148,0.609967497,11,-0.673379237,-1.380079733,0.153930943,FALSE,Down,0.646,0.802,21,-0.888196679,-2.473496979,-0.016432222,FALSE
Oncogenic MAPK signaling,Up,0.711809317,0.612134345,15,-0.86603441,-0.832971878,0.031290239,FALSE,Up,0.199,0.148,13,1.017218288,0.915239182,0.006894435,FALSE
DCC mediated attractive signaling,Up,0.801733478,0.613217768,1,-0.945819146,-0.917762767,0.011717346,FALSE,,,,,,,,
Extra-nuclear estrogen signaling,Up,0.695557963,0.613217768,4,-1.194156191,-1.168725133,0.031671389,FALSE,Down,0.503,0.416,5,-0.250836591,-0.479336737,-0.340933712,FALSE
Regulation of PLK1 Activity at G2/M Transition,Up,0.44312026,0.616468039,13,-0.855354276,-1.103627819,0.094306271,FALSE,Down,0.803,0.871,13,-1.552355365,-1.80119404,-0.066548069,FALSE
Detoxification of Reactive Oxygen Species,Up,0.834236186,0.617551463,10,-0.728947195,-0.600418307,0.066270787,FALSE,Down,0.867,0.835,11,-1.464538835,-1.291264894,-0.127225126,FALSE
Prefoldin mediated transfer of substrate  to CCT/TriC,Down,0.732394366,0.617551463,9,-1.031127891,-1.051539208,-0.031394629,FALSE,Down,0.823,0.799,14,-1.130656083,-1.046320432,-0.162914416,FALSE
Transport of inorganic cations/anions and amino acids/oligopeptides,Down,0.788732394,0.617551463,3,-0.554568955,-0.462025023,-0.195132526,FALSE,Down,0.213,0.168,2,0.840579046,0.508990343,-0.786944712,FALSE
Host Interactions of HIV factors,Up,0.460455038,0.618634886,14,-1.057302035,-1.702059795,0.120948731,FALSE,Up,0.439,0.665,25,-0.578823805,-2.002546821,0.022492746,FALSE
Cell Cycle Checkpoints,Up,0.484290358,0.618634886,17,-1.451094634,-2.138045653,0.132462616,FALSE,Up,0.465,0.728,24,-0.778831814,-2.34768528,0.035135707,FALSE
Autophagy,Up,0.510292524,0.618634886,19,-0.698233585,-0.823449221,0.025773454,FALSE,Down,0.438,0.552,20,-0.547193715,-0.687240421,-0.082861118,FALSE
LRR FLII-interacting protein 1 (LRRFIP1) activates type I IFN production,Up,0.729144095,0.61971831,1,-1.006983333,-0.987690438,0.005592315,FALSE,Up,0.645,0.592,1,-0.803016565,-0.788207116,0.043179078,FALSE
Binding of TCF/LEF:CTNNB1 to target gene promoters,Up,0.729144095,0.61971831,1,-1.006983333,-0.987690438,0.005592315,FALSE,Up,0.645,0.592,1,-0.803016565,-0.788207116,0.043179078,FALSE
Transcriptional Regulation by VENTX,Up,0.729144095,0.61971831,1,-1.006983333,-0.987690438,0.005592315,FALSE,Up,0.645,0.592,1,-0.803016565,-0.788207116,0.043179078,FALSE
RUNX3 regulates WNT signaling,Up,0.729144095,0.61971831,1,-1.006983333,-0.987690438,0.005592315,FALSE,Up,0.645,0.592,1,-0.803016565,-0.788207116,0.043179078,FALSE
Germ layer formation at gastrulation,Up,0.729144095,0.61971831,1,-1.006983333,-0.987690438,0.005592315,FALSE,Up,0.645,0.592,1,-0.803016565,-0.788207116,0.043179078,FALSE
Gastrulation,Up,0.729144095,0.61971831,1,-1.006983333,-0.987690438,0.005592315,FALSE,Up,0.645,0.592,1,-0.803016565,-0.788207116,0.043179078,FALSE
Formation of paraxial mesoderm,Up,0.729144095,0.61971831,1,-1.006983333,-0.987690438,0.005592315,FALSE,Up,0.645,0.592,1,-0.803016565,-0.788207116,0.043179078,FALSE
Formation of axial mesoderm,Up,0.729144095,0.61971831,1,-1.006983333,-0.987690438,0.005592315,FALSE,Up,0.645,0.592,1,-0.803016565,-0.788207116,0.043179078,FALSE
Signaling by NOTCH4,Up,0.365113759,0.622968581,10,-1.037067482,-1.809216715,0.140969907,FALSE,Up,0.62,0.797,20,-0.894600835,-2.536769432,0.018187849,FALSE
Downstream signaling events of B Cell Receptor (BCR),Up,0.391115926,0.625135428,9,-1.099771176,-1.925376418,0.17506909,FALSE,Down,0.342,0.65,20,-0.519525904,-2.285749776,-0.063926381,FALSE
Signaling by the B Cell Receptor (BCR),Up,0.391115926,0.625135428,9,-1.099771176,-1.925376418,0.17506909,FALSE,Down,0.342,0.65,20,-0.519525904,-2.285749776,-0.063926381,FALSE
TGF-beta receptor signaling activates SMADs,Up,0.369447454,0.627302275,7,-0.683160788,-0.900880875,0.131128366,FALSE,Down,0.664,0.744,6,-1.239185291,-1.512941705,-0.069357173,FALSE
Hedgehog ligand biogenesis,Up,0.226435536,0.627302275,10,-0.871373153,-1.659108582,0.164261113,FALSE,Up,0.368,0.674,20,-0.603371655,-2.253604568,0.014346118,FALSE
Mitochondrial protein import,Up,0.729144095,0.628385699,18,-0.908005554,-0.639790004,0.056185991,FALSE,Down,0.549,0.446,17,-0.446195009,-0.136777319,-0.126851865,FALSE
Ion channel transport,Up,0.502708559,0.628385699,15,-0.915385691,-0.884370544,0.010416601,FALSE,Down,0.744,0.773,12,-1.091397256,-1.31004202,-0.288799092,FALSE
Opioid Signalling,Up,0.628385699,0.630552546,8,-1.135092759,-1.245708024,0.034709193,FALSE,Down,0.678,0.625,6,-0.884722679,-1.145232983,-0.297528417,FALSE
Activation of NF-kappaB in B cells,Up,0.248104009,0.633802817,8,-0.980844951,-1.862498174,0.173461943,FALSE,Down,0.398,0.716,18,-0.658984672,-2.396970714,-0.007752308,FALSE
Autodegradation of Cdh1 by Cdh1:APC/C,Up,0.248104009,0.633802817,8,-0.980844951,-1.862498174,0.173461943,FALSE,Down,0.398,0.716,18,-0.658984672,-2.396970714,-0.007752308,FALSE
SCF-beta-TrCP mediated degradation of Emi1,Up,0.248104009,0.633802817,8,-0.980844951,-1.862498174,0.173461943,FALSE,Down,0.398,0.716,18,-0.658984672,-2.396970714,-0.007752308,FALSE
APC/C-mediated degradation of cell cycle proteins,Up,0.248104009,0.633802817,8,-0.980844951,-1.862498174,0.173461943,FALSE,Down,0.398,0.716,18,-0.658984672,-2.396970714,-0.007752308,FALSE
APC/C:Cdc20 mediated degradation of Securin,Up,0.248104009,0.633802817,8,-0.980844951,-1.862498174,0.173461943,FALSE,Down,0.398,0.716,18,-0.658984672,-2.396970714,-0.007752308,FALSE
APC/C:Cdh1 mediated degradation of Cdc20 and other APC/C:Cdh1 targeted proteins in late mitosis/early G1,Up,0.248104009,0.633802817,8,-0.980844951,-1.862498174,0.173461943,FALSE,Down,0.398,0.716,18,-0.658984672,-2.396970714,-0.007752308,FALSE
Cdc20:Phospho-APC/C mediated degradation of Cyclin A,Up,0.248104009,0.633802817,8,-0.980844951,-1.862498174,0.173461943,FALSE,Down,0.398,0.716,18,-0.658984672,-2.396970714,-0.007752308,FALSE
Regulation of APC/C activators between G1/S and early anaphase,Up,0.248104009,0.633802817,8,-0.980844951,-1.862498174,0.173461943,FALSE,Down,0.398,0.716,18,-0.658984672,-2.396970714,-0.007752308,FALSE
APC/C:Cdc20 mediated degradation of mitotic proteins,Up,0.248104009,0.633802817,8,-0.980844951,-1.862498174,0.173461943,FALSE,Down,0.398,0.716,18,-0.658984672,-2.396970714,-0.007752308,FALSE
Activation of APC/C and APC/C:Cdc20 mediated degradation of mitotic proteins,Up,0.248104009,0.633802817,8,-0.980844951,-1.862498174,0.173461943,FALSE,Down,0.398,0.716,18,-0.658984672,-2.396970714,-0.007752308,FALSE
APC:Cdc20 mediated degradation of cell cycle proteins prior to satisfation of the cell cycle checkpoint,Up,0.248104009,0.633802817,8,-0.980844951,-1.862498174,0.173461943,FALSE,Down,0.398,0.716,18,-0.658984672,-2.396970714,-0.007752308,FALSE
Vpu mediated degradation of CD4,Up,0.248104009,0.633802817,8,-0.980844951,-1.862498174,0.173461943,FALSE,Down,0.398,0.716,18,-0.658984672,-2.396970714,-0.007752308,FALSE
SCF(Skp2)-mediated degradation of p27/p21,Up,0.248104009,0.633802817,8,-0.980844951,-1.862498174,0.173461943,FALSE,Down,0.398,0.716,18,-0.658984672,-2.396970714,-0.007752308,FALSE
Regulation of activated PAK-2p34 by proteasome mediated degradation,Up,0.248104009,0.633802817,8,-0.980844951,-1.862498174,0.173461943,FALSE,Down,0.398,0.716,18,-0.658984672,-2.396970714,-0.007752308,FALSE
Autodegradation of the E3 ubiquitin ligase COP1,Up,0.248104009,0.633802817,8,-0.980844951,-1.862498174,0.173461943,FALSE,Down,0.398,0.716,18,-0.658984672,-2.396970714,-0.007752308,FALSE
PCP/CE pathway,Up,0.523293608,0.633802817,12,-1.366326055,-2.05057499,0.156532056,FALSE,Down,0.679,0.817,20,-0.978614095,-2.616349666,-0.001852167,FALSE
Regulation of mitotic cell cycle,Up,0.248104009,0.633802817,8,-0.980844951,-1.862498174,0.173461943,FALSE,Down,0.398,0.716,18,-0.658984672,-2.396970714,-0.007752308,FALSE
Asymmetric localization of PCP proteins,Up,0.248104009,0.633802817,8,-0.980844951,-1.862498174,0.173461943,FALSE,Down,0.398,0.716,18,-0.658984672,-2.396970714,-0.007752308,FALSE
Degradation of AXIN,Up,0.248104009,0.633802817,8,-0.980844951,-1.862498174,0.173461943,FALSE,Down,0.398,0.716,18,-0.658984672,-2.396970714,-0.007752308,FALSE
Degradation of DVL,Up,0.248104009,0.633802817,8,-0.980844951,-1.862498174,0.173461943,FALSE,Down,0.398,0.716,18,-0.658984672,-2.396970714,-0.007752308,FALSE
Dectin-1 mediated noncanonical NF-kB signaling,Up,0.248104009,0.633802817,8,-0.980844951,-1.862498174,0.173461943,FALSE,Down,0.398,0.716,18,-0.658984672,-2.396970714,-0.007752308,FALSE
Degradation of GLI1 by the proteasome,Up,0.248104009,0.633802817,8,-0.980844951,-1.862498174,0.173461943,FALSE,Down,0.398,0.716,18,-0.658984672,-2.396970714,-0.007752308,FALSE
Degradation of GLI2 by the proteasome,Up,0.248104009,0.633802817,8,-0.980844951,-1.862498174,0.173461943,FALSE,Down,0.398,0.716,18,-0.658984672,-2.396970714,-0.007752308,FALSE
GLI3 is processed to GLI3R by the proteasome,Up,0.248104009,0.633802817,8,-0.980844951,-1.862498174,0.173461943,FALSE,Down,0.398,0.716,18,-0.658984672,-2.396970714,-0.007752308,FALSE
Hedgehog 'on' state,Up,0.248104009,0.633802817,8,-0.980844951,-1.862498174,0.173461943,FALSE,Down,0.398,0.716,18,-0.658984672,-2.396970714,-0.007752308,FALSE
Regulation of RAS by GAPs,Up,0.248104009,0.633802817,8,-0.980844951,-1.862498174,0.173461943,FALSE,Down,0.398,0.716,18,-0.658984672,-2.396970714,-0.007752308,FALSE
TNFR2 non-canonical NF-kB pathway,Up,0.248104009,0.633802817,8,-0.980844951,-1.862498174,0.173461943,FALSE,Down,0.398,0.716,18,-0.658984672,-2.396970714,-0.007752308,FALSE
NIK-->noncanonical NF-kB signaling,Up,0.248104009,0.633802817,8,-0.980844951,-1.862498174,0.173461943,FALSE,Down,0.398,0.716,18,-0.658984672,-2.396970714,-0.007752308,FALSE
PTEN Regulation,Up,0.248104009,0.633802817,8,-0.980844951,-1.862498174,0.173461943,FALSE,Down,0.398,0.716,18,-0.658984672,-2.396970714,-0.007752308,FALSE
Orc1 removal from chromatin,Up,0.248104009,0.633802817,8,-0.980844951,-1.862498174,0.173461943,FALSE,Down,0.398,0.716,18,-0.658984672,-2.396970714,-0.007752308,FALSE
CDK-mediated phosphorylation and removal of Cdc6,Up,0.248104009,0.633802817,8,-0.980844951,-1.862498174,0.173461943,FALSE,Down,0.398,0.716,18,-0.658984672,-2.396970714,-0.007752308,FALSE
Switching of origins to a post-replicative state,Up,0.248104009,0.633802817,8,-0.980844951,-1.862498174,0.173461943,FALSE,Down,0.398,0.716,18,-0.658984672,-2.396970714,-0.007752308,FALSE
Cyclin E associated events during G1/S transition ,Up,0.248104009,0.633802817,8,-0.980844951,-1.862498174,0.173461943,FALSE,Down,0.398,0.716,18,-0.658984672,-2.396970714,-0.007752308,FALSE
Synthesis of DNA,Up,0.248104009,0.633802817,8,-0.980844951,-1.862498174,0.173461943,FALSE,Down,0.398,0.716,18,-0.658984672,-2.396970714,-0.007752308,FALSE
S Phase,Up,0.248104009,0.633802817,8,-0.980844951,-1.862498174,0.173461943,FALSE,Down,0.398,0.716,18,-0.658984672,-2.396970714,-0.007752308,FALSE
Stabilization of p53,Up,0.248104009,0.633802817,8,-0.980844951,-1.862498174,0.173461943,FALSE,Down,0.398,0.716,18,-0.658984672,-2.396970714,-0.007752308,FALSE
p53-Dependent G1 DNA Damage Response,Up,0.248104009,0.633802817,8,-0.980844951,-1.862498174,0.173461943,FALSE,Down,0.398,0.716,18,-0.658984672,-2.396970714,-0.007752308,FALSE
p53-Dependent G1/S DNA damage checkpoint,Up,0.248104009,0.633802817,8,-0.980844951,-1.862498174,0.173461943,FALSE,Down,0.398,0.716,18,-0.658984672,-2.396970714,-0.007752308,FALSE
Ubiquitin Mediated Degradation of Phosphorylated Cdc25A,Up,0.248104009,0.633802817,8,-0.980844951,-1.862498174,0.173461943,FALSE,Down,0.398,0.716,18,-0.658984672,-2.396970714,-0.007752308,FALSE
p53-Independent DNA Damage Response,Up,0.248104009,0.633802817,8,-0.980844951,-1.862498174,0.173461943,FALSE,Down,0.398,0.716,18,-0.658984672,-2.396970714,-0.007752308,FALSE
p53-Independent G1/S DNA damage checkpoint,Up,0.248104009,0.633802817,8,-0.980844951,-1.862498174,0.173461943,FALSE,Down,0.398,0.716,18,-0.658984672,-2.396970714,-0.007752308,FALSE
G1/S DNA Damage Checkpoints,Up,0.248104009,0.633802817,8,-0.980844951,-1.862498174,0.173461943,FALSE,Down,0.398,0.716,18,-0.658984672,-2.396970714,-0.007752308,FALSE
Cyclin A:Cdk2-associated events at S phase entry,Up,0.248104009,0.633802817,8,-0.980844951,-1.862498174,0.173461943,FALSE,Down,0.398,0.716,18,-0.658984672,-2.396970714,-0.007752308,FALSE
Ubiquitin-dependent degradation of Cyclin D,Up,0.248104009,0.633802817,8,-0.980844951,-1.862498174,0.173461943,FALSE,Down,0.398,0.716,18,-0.658984672,-2.396970714,-0.007752308,FALSE
FBXL7 down-regulates AURKA during mitotic entry and in early mitosis,Up,0.248104009,0.633802817,8,-0.980844951,-1.862498174,0.173461943,FALSE,Down,0.398,0.716,18,-0.658984672,-2.396970714,-0.007752308,FALSE
Regulation of RUNX2 expression and activity,Up,0.248104009,0.633802817,8,-0.980844951,-1.862498174,0.173461943,FALSE,Down,0.398,0.716,18,-0.658984672,-2.396970714,-0.007752308,FALSE
Regulation of RUNX3 expression and activity,Up,0.248104009,0.633802817,8,-0.980844951,-1.862498174,0.173461943,FALSE,Down,0.398,0.716,18,-0.658984672,-2.396970714,-0.007752308,FALSE
